cod_ibge6,municipio,competencia,mes_internacao,capitulo,subgrupo,faixa_etaria,internacoes,obitos,dias_permanencia,valor_total_rs
351510,Embu-Guaçu,2025-11,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,21,6261.22
351510,Embu-Guaçu,2025-11,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,1,692.19
351510,Embu-Guaçu,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,6,1,114,46363.82
351510,Embu-Guaçu,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,6,3,45,10403.72
351510,Embu-Guaçu,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,7,683.66
351510,Embu-Guaçu,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,65+,2,0,17,10550.8
351510,Embu-Guaçu,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,9,669.11
351510,Embu-Guaçu,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,30,2492.55
351510,Embu-Guaçu,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,3,582.42
351510,Embu-Guaçu,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,35,4,120,45177.8
351510,Embu-Guaçu,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,32,9,46,24117.28
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,4,511.19
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,7,0,17,3426.33
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,3,0,22,2319.87
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,6,0,11,3415.3
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,12,0,9,11910.11
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,65+,4,3,12,2824.15
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),0-4,3,0,7,1268.11
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,6,1,32,4446.69
351510,Embu-Guaçu,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,10,0,31,5839.43
351570,Ferraz de Vasconcelos,2025-11,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,1,12,2799.25
351570,Ferraz de Vasconcelos,2025-11,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,0,7,647.46
351570,Ferraz de Vasconcelos,2025-11,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,0,20,25210.35
351570,Ferraz de Vasconcelos,2025-11,2025-08,respiratorio (J00-J99),outras respiratorias,0-4,2,0,6,1663.0
351570,Ferraz de Vasconcelos,2025-11,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,6,582.42
351570,Ferraz de Vasconcelos,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,1,11,7172.64
351570,Ferraz de Vasconcelos,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,6,1,115,18876.12
351570,Ferraz de Vasconcelos,2025-11,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,1,2159.68
351570,Ferraz de Vasconcelos,2025-11,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,4,0,20,1287.81
351570,Ferraz de Vasconcelos,2025-11,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,3,0,31,3607.9
351570,Ferraz de Vasconcelos,2025-11,2025-09,respiratorio (J00-J99),outras respiratorias,65+,1,0,6,2304.87
351570,Ferraz de Vasconcelos,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,3,0,46,8075.66
351570,Ferraz de Vasconcelos,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,4,0,57,5418.49
351570,Ferraz de Vasconcelos,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,2,2,4,1164.84
351570,Ferraz de Vasconcelos,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,17,3,167,65886.01
351570,Ferraz de Vasconcelos,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,18,4,172,50122.13
351570,Ferraz de Vasconcelos,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,6,479.19
351570,Ferraz de Vasconcelos,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,0-4,6,0,32,1978.64
351570,Ferraz de Vasconcelos,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,5-64,5,0,32,8569.38
351570,Ferraz de Vasconcelos,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,65+,2,2,8,1278.45
351570,Ferraz de Vasconcelos,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),0-4,5,0,56,3757.75
351570,Ferraz de Vasconcelos,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,4,0,36,2290.44
351570,Ferraz de Vasconcelos,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),65+,2,1,30,1437.66
351570,Ferraz de Vasconcelos,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,18,0,68,90680.64
351570,Ferraz de Vasconcelos,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,15,0,85,50771.62
351570,Ferraz de Vasconcelos,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,2,0,4,1022.13
351570,Ferraz de Vasconcelos,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,8,479.19
351570,Ferraz de Vasconcelos,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,5,0,43,23826.89
351570,Ferraz de Vasconcelos,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,4,0,7,2922.96
351570,Ferraz de Vasconcelos,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),0-4,4,0,14,2391.68
351570,Ferraz de Vasconcelos,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,2,582.42
351570,Ferraz de Vasconcelos,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,1,5,1888.34
351630,Francisco Morato,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,25,9997.01
351630,Francisco Morato,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,0,48,10227.28
351630,Francisco Morato,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,3,0,43,53628.61
351630,Francisco Morato,2025-11,2025-09,respiratorio (J00-J99),outras respiratorias,65+,1,0,28,1550.86
351630,Francisco Morato,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,11,1779.31
351630,Francisco Morato,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,15,0,163,56737.59
351630,Francisco Morato,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,12,3,143,23133.41
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,7,570.6
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,22,920.04
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,2,0,25,1126.65
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,0-4,1,0,9,356.67
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,5-64,6,0,67,8179.96
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,65+,1,1,12,525.45
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),0-4,3,0,26,4532.7
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,4,1,29,4695.78
351630,Francisco Morato,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,1,69,10697.44
351630,Francisco Morato,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,76,8,181,158143.97
351630,Francisco Morato,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,42,8,135,62546.11
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,4,0,19,4585.39
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,5,0,17,3688.66
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,8,0,39,4105.25
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,10,0,41,2379.21
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,19,0,47,21319.02
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,65+,1,0,4,985.05
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),0-4,24,0,97,14477.15
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,25,0,106,19105.76
351630,Francisco Morato,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,10,3,49,5940.0
351640,Franco da Rocha,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,46,18063.18
351640,Franco da Rocha,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,73,1646.75
351640,Franco da Rocha,2025-11,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,5,479.19
351640,Franco da Rocha,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,22,2622.84
351640,Franco da Rocha,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,10,1,77,117072.72
351640,Franco da Rocha,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,8,0,85,20254.68
351640,Franco da Rocha,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,0-4,1,0,3,225.14
351640,Franco da Rocha,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,5-64,3,1,21,4438.24
351640,Franco da Rocha,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,65+,1,0,27,13523.43
351640,Franco da Rocha,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,19,1406.47
351640,Franco da Rocha,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,1,43,2744.81
351640,Franco da Rocha,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,59,3,86,86443.17
351640,Franco da Rocha,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,37,1,158,91817.47
351640,Franco da Rocha,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,1,1083.86
351640,Franco da Rocha,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,2,0,9,1224.01
351640,Franco da Rocha,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,2,0,3,1276.0
351640,Franco da Rocha,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,7,1,1,7211.67
351640,Franco da Rocha,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,65+,2,1,3,1597.0
351640,Franco da Rocha,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),0-4,3,0,17,9057.31
351640,Franco da Rocha,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,4,0,19,6501.57
351640,Franco da Rocha,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,5,1,36,4631.07
351830,Guararema,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,0,59,5804.72
351830,Guararema,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,6,622.42
351830,Guararema,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,0,10,7424.44
351830,Guararema,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,1,31,4447.01
351830,Guararema,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,0-4,2,0,12,1084.08
351830,Guararema,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,8,1332.75
351830,Guararema,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,13,7168.8
351830,Guararema,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,14,0,36,12639.78
351830,Guararema,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,16,0,47,28516.96
351830,Guararema,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,3,0,7,1541.61
351830,Guararema,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,1,0,5,279.16
351830,Guararema,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,4,0,10,4242.82
351830,Guararema,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,65+,3,1,11,1127.08
351830,Guararema,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,7,1055.81
351830,Guararema,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,2,1,5,1321.82
351880,Guarulhos,2025-11,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,99,2530.26
351880,Guarulhos,2025-11,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,5,6080.11
351880,Guarulhos,2025-11,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,27,3086.82
351880,Guarulhos,2025-11,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,6,1036.09
351880,Guarulhos,2025-11,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),65+,2,0,18,3658.26
351880,Guarulhos,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,13,1,222,32974.77
351880,Guarulhos,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,14,3,167,51274.41
351880,Guarulhos,2025-11,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,22,1476.6
351880,Guarulhos,2025-11,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,2,0,8,835.31
351880,Guarulhos,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,2,615.82
351880,Guarulhos,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,5,0,127,39008.4
351880,Guarulhos,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),0-4,2,0,77,15790.19
351880,Guarulhos,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,67,10,585,358003.22
351880,Guarulhos,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,75,13,697,281014.23
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,4,0,20,2241.92
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,4,0,12,2254.98
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,6,3,87,35412.38
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,0-4,13,1,143,50156.05
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,5-64,17,1,202,81167.83
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,65+,9,4,174,43917.11
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),0-4,17,0,205,72571.23
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,17,1,222,57701.72
351880,Guarulhos,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),65+,24,8,266,38825.38
351880,Guarulhos,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,181,13,620,582084.83
351880,Guarulhos,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,167,20,787,552406.24
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,7,0,25,3707.5
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,19,1,61,10088.78
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,7,1,32,10540.34
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,57,0,250,31327.78
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,50,4,214,102249.07
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,65+,14,7,113,21844.98
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),0-4,41,0,245,37748.15
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,46,3,253,50600.96
351880,Guarulhos,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,24,10,152,28085.47
352220,Itapecerica da Serra,2025-11,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,59,35035.18
352220,Itapecerica da Serra,2025-11,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,1,17,8704.85
352220,Itapecerica da Serra,2025-11,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,0,67,16674.3
352220,Itapecerica da Serra,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,1,51,38271.86
352220,Itapecerica da Serra,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,51,19983.93
352220,Itapecerica da Serra,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,6,1410.42
352220,Itapecerica da Serra,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,1,3,4109.45
352220,Itapecerica da Serra,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,16,2,174,89901.74
352220,Itapecerica da Serra,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,13,0,95,16118.93
352220,Itapecerica da Serra,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,5,519.19
352220,Itapecerica da Serra,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,11,635.49
352220,Itapecerica da Serra,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,0-4,1,0,2,1199.81
352220,Itapecerica da Serra,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,5-64,1,0,6,801.47
352220,Itapecerica da Serra,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,30,14634.0
352220,Itapecerica da Serra,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,5,0,47,8688.93
352220,Itapecerica da Serra,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),65+,4,1,54,3007.11
352220,Itapecerica da Serra,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,44,2,111,170754.59
352220,Itapecerica da Serra,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,29,1,131,52529.25
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,6,0,9,2067.3
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,4,0,10,2016.78
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,3,0,30,1437.57
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,20,0,65,8438.16
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,8,0,17,9612.15
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,65+,4,1,21,3695.66
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),0-4,12,0,61,10771.86
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,9,1,51,7503.53
352220,Itapecerica da Serra,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,9,3,58,5355.22
352250,Itapevi,2025-11,2025-08,respiratorio (J00-J99),outras respiratorias,0-4,1,0,15,4287.82
352250,Itapevi,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,1,60,29947.45
352250,Itapevi,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,1,29,52047.97
352250,Itapevi,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,0,44,4254.16
352250,Itapevi,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,16,7415.91
352250,Itapevi,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,7,1,23,27619.45
352250,Itapevi,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,11,2,107,38643.09
352250,Itapevi,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,0-4,5,0,30,7715.65
352250,Itapevi,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,5-64,4,0,22,2092.76
352250,Itapevi,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,65+,1,1,23,2664.26
352250,Itapevi,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),0-4,6,0,52,16477.3
352250,Itapevi,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,3,0,38,2508.63
352250,Itapevi,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),65+,4,1,73,10467.07
352250,Itapevi,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,45,6,140,84733.32
352250,Itapevi,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,29,2,154,97780.05
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,3,0,14,2141.57
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,3,0,8,1140.5
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,1,479.19
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,10,0,25,3231.69
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,12,1,26,11432.53
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,65+,7,4,26,4260.54
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),0-4,14,0,75,11073.88
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,7,0,36,4735.63
352250,Itapevi,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,12,2,50,7391.97
352310,Itaquaquecetuba,2025-11,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,42,1530.61
352310,Itaquaquecetuba,2025-11,2025-08,respiratorio (J00-J99),outras respiratorias,65+,1,0,8,420.39
352310,Itaquaquecetuba,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,6,0,105,29930.25
352310,Itaquaquecetuba,2025-11,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,4,1,77,51217.51
352310,Itaquaquecetuba,2025-11,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,4,0,29,1380.5
352310,Itaquaquecetuba,2025-11,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,3,1,59,17518.04
352310,Itaquaquecetuba,2025-11,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,0,39,3018.82
352310,Itaquaquecetuba,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,8,1283.27
352310,Itaquaquecetuba,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),5-64,30,3,321,141899.87
352310,Itaquaquecetuba,2025-11,2025-10,circulatorio (I00-I99),circulatorio (I00-I99),65+,16,4,215,69815.75
352310,Itaquaquecetuba,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,5,0,36,12043.21
352310,Itaquaquecetuba,2025-11,2025-10,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,7,2,108,31004.66
352310,Itaquaquecetuba,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,0-4,3,0,29,7169.68
352310,Itaquaquecetuba,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,5-64,8,0,69,8570.91
352310,Itaquaquecetuba,2025-11,2025-10,respiratorio (J00-J99),outras respiratorias,65+,1,0,2,2101.92
352310,Itaquaquecetuba,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),0-4,4,0,35,3740.85
352310,Itaquaquecetuba,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),5-64,10,2,179,20541.89
352310,Itaquaquecetuba,2025-11,2025-10,respiratorio (J00-J99),pneumonia (J12-J18),65+,11,2,180,45172.52
352310,Itaquaquecetuba,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,67,4,228,236566.33
352310,Itaquaquecetuba,2025-11,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,40,2,194,185261.35
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,4,0,13,2163.34
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,18,0,73,10319.95
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,5,2,33,3515.09
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,0-4,13,0,53,7151.0
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,5-64,12,2,42,9594.13
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),outras respiratorias,65+,4,3,12,2318.09
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),0-4,6,0,32,10243.9
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),5-64,14,3,71,10780.71
352310,Itaquaquecetuba,2025-11,2025-11,respiratorio (J00-J99),pneumonia (J12-J18),65+,27,8,187,24638.74
352500,Jandira,2025-11,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,34,6817.86
352500,Jandira,2025-11,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,1,22,14387.07
